release_month,english,developer,publisher,required_age,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
May,1,Quiet River,Quiet River,0,2880,884,34,65,86,20000-50000,0.79
Aug,1,Lee Davidson,Lee Davidson,0,0,22,19,289,314,20000-50000,1.59
Sep,1,Egor Magurin,Atriagames,0,0,72,42,478,484,50000-100000,1.59
Aug,1,Moonbyte,2tainment GmbH,0,36,687,94,256,256,20000-50000,8.99
Aug,1,Cowboy Color,Cowboy Color,0,11,124,9,259,259,0-20000,0.79
Nov,1,Triple-Star Studio,Rock Path Collective,0,141,23,13,289,305,50000-100000,0.79
Aug,1,Blastoid Entertainment,Back To Basics Gaming,0,6,308,70,201,209,500000-1000000,0.79
Oct,1,Gamesoft,Gamesoft,0,23,35,22,1,1,20000-50000,2.09
Aug,1,Almighty Games,Almighty Games,0,17,1512,178,195,276,100000-200000,1.59
Aug,1,Petrodiy-Games,Atriagames,0,0,203,137,274,325,100000-200000,4.79
May,1,Electric Hat Games LLC.,Electric Hat Games LLC.,0,43,423,48,84,121,20000-50000,15.49
Mar,1,Spellbook,www.Spellbook.com,0,0,128,58,1,1,50000-100000,0
Sep,1,Foggybus,Jetdogs Studios,0,58,105,34,254,285,50000-100000,0.79
Sep,1,Anamik Majumdar,Anamik Majumdar,0,12,17,20,591,589,20000-50000,2.79
Feb,1,Riviysky,Riviysky,0,0,11,6,264,264,20000-50000,0.79
Aug,1,tamationgames,tamationgames,0,0,1026,109,3,3,200000-500000,0
Aug,1,Epic Fire,Neon Green Pin Games,0,0,23,23,276,283,50000-100000,0.79
Aug,1,Petite Games,Petite Games,0,0,33,3,3,3,0-20000,1.59
Sep,1,PileOfCrab,PileOfCrab,0,0,13,11,346,350,0-20000,1.99
Oct,1,Daniel Mullins Games,Daniel Mullins Games,0,28,414,17,496,496,0-20000,7.19
Oct,1,Hesketh Studios Ltd,Hesketh Studios Ltd,0,0,305,67,517,517,0-20000,19.99
Jul,1,WZOGI,WZOGI,0,11,80,8,270,270,0-20000,6.99
Oct,1,Carlsen Games,Double Fine Presents,0,14,229,40,182,182,50000-100000,3.99
Sep,1,Soccer Manager Ltd,Soccer Manager Ltd,0,0,452,219,11,11,200000-500000,0
Aug,1,Playata GmbH,European Games Group AG,16,0,398,260,5193,5193,100000-200000,0
Feb,1,HyperReuts,HyperReuts,0,133,558,213,292,313,500000-1000000,6.99
Aug,1,FIVE-BN GAMES,FIVE-BN GAMES,0,20,138,13,313,313,0-20000,4.99
Aug,1,Armnomads LLC,Armnomads,0,15,83,34,308,308,50000-100000,2.79
Aug,1,BlockheadGames,BlockheadGames,0,20,9,12,181,181,50000-100000,0.79
Aug,1,SmartHart Games,SmartHart Games,0,0,53,51,213,214,100000-200000,2.09
Nov,1,Onyx Lute,Onyx Lute,0,31,2406,59,241,242,500000-1000000,3.99
Oct,1,Waraní Studios;Ismael Pozzo;Eduardo Benitez,Ismael Pozzo,0,9,26,13,352,398,20000-50000,3.99
Aug,1,Professional Imagination,GPAC,0,27,68,14,289,289,20000-50000,3.99
Jul,1,Marvelous Inc.,"XSEED Games;Marvelous USA, Inc.;Marvelous",0,53,2833,204,54,54,100000-200000,29.99
Sep,1,"INTI CREATES CO., LTD.",PQube Limited,0,39,1269,202,141,232,50000-100000,29.99
Sep,1,Herbi Games,Herbi Games,0,39,46,17,206,209,0-20000,1.99
Apr,1,Pragmatix Ltd,Pragmatix Ltd,0,0,1316,395,81,96,500000-1000000,0
Aug,1,DIGIDICED,Asmodee Digital,0,22,15,6,1,1,0-20000,5.19
Mar,1,GamersHype Productions,GamersHype Productions,0,170,66,29,251,251,50000-100000,0.79
May,1,DEVGRU-P,DEVGRU-P,0,0,408,29,1,1,0-20000,6.99
Jan,1,Trickster Games,Trickster Games,0,13,348,35,8,8,0-20000,9.99
Oct,1,Vile Monarch,Good Shepherd Entertainment,0,18,2515,240,131,131,200000-500000,1.59
Nov,1,BBC Media Applications Technologies Limited,BBC Media Applications Technologies Limited,0,0,117,35,14,14,50000-100000,0
Sep,1,Prospect Games,Prospect Games;Merge Games,0,15,378,83,20,20,50000-100000,14.99
Aug,1,Riviysky,Riviysky,0,0,72,18,262,292,100000-200000,0.79
Aug,1,Home Net Games,Home Net Games,0,0,2253,581,98,37,500000-1000000,0
Dec,1,HoCWar,HoCWar,0,27,61,43,3,3,20000-50000,0
Aug,1,RPG Video,Back To Basics Gaming,0,0,52,78,206,221,200000-500000,0.79
Aug,1,Merlin Beer,Merlin Beer,0,12,20,10,300,300,20000-50000,0.79
Nov,1,Zadbox Entertainment,Zadbox Entertainment,0,18,1045,92,856,856,20000-50000,18.99
Mar,1,Matt Dabrowski,tinyBuild,0,35,5484,269,394,463,200000-500000,10.99
Oct,1,nobodyshot,nobodyshot,0,0,784,1079,36,51,200000-500000,0
Sep,1,Mehsoft,Mehsoft,0,28,1087,216,102,102,50000-100000,1.99
Aug,1,Igor Krutov,Kiss Publishing Ltd,0,7,60,6,298,298,20000-50000,1.99
Sep,1,Envision Entertainment,Envision Entertainment,0,13,81,71,142,148,100000-200000,0
Dec,1,Invi Games,Ipsilon Developments,0,9,1072,136,7,11,200000-500000,0
Nov,1,KHB-Soft,KHB-Soft,0,21,1839,260,282,297,100000-200000,1.99
Sep,1,RiDeLy,Dagestan Technology,0,18,61,83,235,270,100000-200000,3.19
Jun,1,High and Wide,Dagestan Technology,0,0,31,14,299,326,20000-50000,3.19
Dec,1,Buka Game Studio,Buka Game Studio,0,0,1655,619,22,14,500000-1000000,0
Sep,1,GDNomad,Infernal Dream,0,0,142,71,238,248,100000-200000,0.79
Oct,1,exagongames,NewRealityGames,0,8,38,82,238,276,100000-200000,1.59
Jan,1,Sometimes You,Sometimes You,0,18,6,1,264,284,0-20000,2.09
Sep,1,NetoX,Sometimes You,0,0,79,10,214,223,100000-200000,1.99
Dec,1,Alexey Khazov;Cristian Ionescu;Lars van Dorenvanck;Brandon van Doorn;Joran Vergoessen;Admir Leka,Sometimes You,0,24,84,67,207,217,200000-500000,0.79
Sep,1,Versus System,Dagestan Technology,0,8,66,64,276,302,100000-200000,3.19
Aug,1,Gamepires;Croteam,Devolver Digital,0,36,15934,8556,1264,594,1000000-2000000,15.49
Sep,1,SnowFlame;Back To Basics Gaming,Back To Basics Gaming,0,27,1160,348,219,234,1000000-2000000,0.79
Oct,1,Dumbfounded,Dumbfounded,0,6,28,10,234,234,0-20000,3.99
Aug,1,Doomster Entertainment,Doomster Entertainment,0,13,42,9,322,322,20000-50000,1.69
Nov,1,Meteorise,"XSEED Games;Marvelous USA, Inc.;Marvelous",0,43,490,34,125,125,20000-50000,14.99
Aug,1,EnsenaSoft,EnsenaSoft,0,0,48,33,232,232,50000-100000,0.79
Aug,1,EnsenaSoft,EnsenaSoft,0,0,31,47,232,232,50000-100000,0.79
Aug,1,EnsenaSoft,EnsenaSoft,0,0,26,41,222,222,100000-200000,0.79
Jul,1,U Game Me,U Game Me,0,34,3,0,246,246,20000-50000,10.29
May,1,VaragtP,VaragtP,0,40,178,29,176,176,50000-100000,1.69
Jan,1,Salmi Games,Salmi Games,0,19,168,5,296,296,50000-100000,7.19
Oct,1,Vladimir Shlapak,Sometimes You,0,18,119,48,268,239,200000-500000,1.99
Aug,0,Nuked Games,!Lim studio,0,6,0,11,251,251,0-20000,4.79
Aug,1,Bloober Team SA,Aspyr,16,19,2468,583,91,91,200000-500000,22.99
Aug,1,Finn Sinclair,Finn Sinclair,0,0,203,11,14,14,50000-100000,0
Sep,1,Maverick Game Studio,Three Guys Game Studio,0,17,1480,196,112,155,50000-100000,1.99
Aug,1,Codemasters;Feral Interactive (Mac);Feral Interactive (Linux),Codemasters;Feral Interactive (Mac);Feral Interactive (Linux),0,50,3375,685,1164,1453,200000-500000,44.99
Sep,1,Falcoware,Atriagames,0,0,284,193,476,492,50000-100000,0.79
Sep,1,Czester16,Back To Basics Gaming,0,8,123,157,212,224,200000-500000,0.79
Aug,1,Walter Machado,Walter Machado,0,13,164,16,19,19,20000-50000,0.79
Aug,1,RPG Video,Back To Basics Gaming,0,9,59,74,222,231,200000-500000,0.79
Aug,1,Trident Game Studio,Trident Game Studio,0,25,92,48,5402,10579,50000-100000,0.79
Feb,1,HumaNature Studios,HumaNature Studios,0,49,324,24,102,102,0-20000,14.99
Jan,1,Applava,Applava,0,10,21,8,194,194,0-20000,2.09
Jun,1,Oomst Games,Oomst Games,0,0,433,193,2,3,100000-200000,0
Oct,1,Amistech Games,Amistech Games,0,64,12847,1309,2191,2229,200000-500000,10.99
Sep,1,Just Amusing Myself Studios,Just Amusing Myself Studios,0,0,5,7,258,271,100000-200000,0.79
Aug,1,Winged Cloud,Winged Cloud,0,0,109,24,135,247,100000-200000,6.99
Nov,1,Displacement Studios,Displacement Studios,0,0,22,24,210,217,50000-100000,0.79
Mar,1,Pixel Battery,Pixel Battery,0,7,12,3,52,52,0-20000,5.19
Dec,1,Toast,Toast,0,0,308,58,84,110,20000-50000,11.39
Dec,1,Avalanche Studios,Square Enix,18,52,2075,3780,1337,2634,100000-200000,44.99
Sep,1,34BigThings srl,34BigThings srl,0,34,2546,369,216,397,200000-500000,29.99
Sep,1,Hyperkinetic Studios,Epic Tavern Holdings,0,25,139,47,254,254,0-20000,18.99
Sep,1,ProGames Studio,ProGames Studio,0,0,2596,458,109,158,200000-500000,3.99
Nov,1,Yippee Entertainment LTD,Yippee Entertainment LTD;KISS ltd,0,59,125,46,28,28,20000-50000,4.79
Sep,1,773,Culture Select,0,0,31,6,386,386,0-20000,5.99
Oct,1,Crows Crows Crows;Squanch Games,Crows Crows Crows,0,0,2055,116,55,82,200000-500000,0
Oct,1,Bomb Shelter Games,Bomb Shelter Games,0,30,55,120,218,218,100000-200000,1.59
Oct,1,FIREBEAST,FIREBEAST,0,24,209,20,254,254,20000-50000,1.59
Feb,1,Expansive Worlds,Avalanche Studios,0,133,15716,4308,1409,867,500000-1000000,19.99
Oct,1,SirGoose,Displacement Studios,0,0,110,198,257,266,200000-500000,0.79
Dec,1,Bossa Studios,Bossa Studios,0,55,103,53,96,96,0-20000,14.99
Sep,1,Skydome Studios,Skydome Studios,0,0,32,16,98,98,0-20000,1.99
Aug,1,Stanislaw Truchowski,TurnVex,0,0,702,309,73,142,100000-200000,0
May,1,SOFF Games,Last Level,0,39,4854,2493,280,251,200000-500000,8.99
Dec,1,David Szymanski,New Blood Interactive,0,30,3599,89,284,284,100000-200000,15
Oct,1,Bogemic Games,Bogemic Games,0,28,9,0,210,210,0-20000,0.79
Nov,1,Hobibit,Hobibit,0,0,8,0,272,317,20000-50000,0.79
Oct,1,Brian Lindenhof,ShadowBrain Games,0,0,626,46,43,43,20000-50000,6.99
Dec,1,Arc System Works,Arc System Works,0,42,2163,151,1474,2078,50000-100000,22.99
Sep,1,Glass of Water Studios,Afterthought Studios,0,0,13,14,308,308,20000-50000,1.99
Nov,1,Eforb,Eforb,0,12,744,345,10575,15852,50000-100000,0
Dec,1,Bae Team,Bossa Studios,0,32,172,70,126,126,0-20000,7.19
Feb,1,The Chinese Room;Robert Briscoe,The Chinese Room,0,10,630,201,61,120,200000-500000,7.99
Feb,1,Dmitry Medvedev,Dmitry Medvedev,0,0,295,148,23,24,100000-200000,0
Sep,1,Starwind Games,Starwind Games,0,9,75,8,211,211,20000-50000,1.59
Nov,1,The Quadsphere,The Quadsphere,0,48,811,181,142,142,50000-100000,10.29
Sep,1,Matt Roszak,Matt Roszak,0,60,824,38,1,1,100000-200000,0
Jan,1,Permafrost Studio,Back To Basics Gaming,0,0,107,51,206,208,50000-100000,1.99
Oct,1,Winged Cloud,Winged Cloud,0,0,145,33,192,192,100000-200000,6.99
Aug,1,Tamationgames,Tamationgames,0,0,548,62,32,32,100000-200000,0
Dec,1,Lokator Studio,DNVA,0,45,47,17,271,271,50000-100000,1.99
Sep,1,Giant Fox Studios,Giant Fox Studios,0,24,257,50,297,297,50000-100000,0.79
Jun,0,Legalase studio,!Lim studio,0,0,17,15,191,210,100000-200000,0.79
Dec,1,Dynamic Pixels,tinyBuild,0,17,1531,640,17,17,100000-200000,23.79
Jan,1,Retro Army Limited,Retro Army Limited,0,50,265,31,151,151,50000-100000,3.99
Sep,1,Crystal Box Team,Dagestan Technology,0,0,91,74,235,245,100000-200000,3.19
Sep,1,Vogd3,Dagestan Technology,0,12,82,28,288,315,100000-200000,3.19
Apr,1,VikingVRStudio,VikingVRStudio,0,0,224,36,493,493,0-20000,14.99
Nov,1,GDNomad,Infernal Dream,0,0,40,56,228,242,100000-200000,3.99
Sep,1,Ludosity,Ludosity,0,0,261,6,96,96,0-20000,3.99
Jul,1,iFun4All S.A.,Curve Digital,0,28,336,93,134,136,100000-200000,11.99
Nov,1,Blue Brain Games,Blue Brain Games,0,6,865,97,169,169,50000-100000,17.99
Aug,1,Atomic Fabrik;Cristian Manolachi,Atomic Fabrik;Cristian Manolachi,0,10,259,457,236,235,200000-500000,0.79
Oct,1,Creobit,8Floor,0,26,43,7,272,272,20000-50000,3.99
Nov,1,Alix,Alix,0,0,46,10,7,7,20000-50000,0
Jan,1,Accidental Queens,Dear Villagers,0,13,1110,162,108,108,20000-50000,1.99
Jun,1,Digital Cybercherries,Digital Cybercherries,0,0,137,19,77,77,0-20000,10.99
May,1,Kyle Seeley,Kyle Seeley,0,21,3036,225,530,530,100000-200000,3.99
Sep,1,Zakhar Zakharov,Atriagames,0,0,86,37,500,543,50000-100000,0.79
Mar,1,Square Enix;PlatinumGames Inc.,Square Enix,18,47,39387,9414,2022,1782,500000-1000000,29.99
Sep,1,Andrey Malyarov,Andrey Malyarov,0,12,174,186,258,261,200000-500000,0.79
Feb,1,IDEA FACTORY;COMPILE HEART,Idea Factory International,0,30,1539,294,444,444,50000-100000,23.79
Apr,1,Ogre Head Studio,Ogre Head Studio;Dangen Entertainment,0,65,444,62,148,148,20000-50000,6.99
Nov,1,△○□× (Miwashiba),AGM PLAYISM,0,13,408,53,95,140,20000-50000,1.99
Oct,1,Helmet Games,Helmet Games,0,8,319,371,31,31,100000-200000,0
Sep,1,Eversim,Eversim,0,0,8,11,650,650,0-20000,10.99
Feb,1,NerdyYetis,NerdyYetis,0,21,51,8,109,109,20000-50000,3.99
Sep,1,Cannibal Panda Studios,Cannibal Panda Studios,0,10,21,28,368,368,20000-50000,1.99
Feb,1,Ilya Gubin,Ilya Gubin,0,7,20,14,221,234,0-20000,1.69
Sep,1,IR Studio,IR Studio,0,13,25,23,333,333,50000-100000,0.79
Jul,1,FranticDreamer;SpoNk,FranticDreamer;SpoNk,0,4,6,2,257,271,20000-50000,3.99
Nov,1,CyberConnect2,BANDAI NAMCO Entertainment,0,52,1138,159,85,85,50000-100000,39.99
Mar,1,Crazy Monkey Studios;Claeysbrothers,Crazy Monkey Studios,0,20,1121,75,213,267,100000-200000,10.29
Sep,1,Pb Studios,Pb Studios,0,25,87,68,22,22,0-20000,3.99
Dec,1,CrystalGame,CrystalGame,0,19,3,3,1,1,0-20000,4.79
Jun,1,Cyanide Studio,Focus Home Interactive,0,64,194,106,999,999,50000-100000,24.99
Feb,1,HypeTrain Digital,HypeTrain Digital,0,25,2757,1063,133,171,100000-200000,14.99
May,1,TrisPix Studio,TrisPix Studio,0,13,36,20,246,260,50000-100000,2.79
Jul,1,Dark Illusions Entertainment LLC,Dark Illusions Entertainment LLC,0,0,43,18,46,46,0-20000,3.99
Sep,1,Pokshevanov Pavel,Pokshevanov Pavel,0,11,279,317,213,241,200000-500000,1.99
Oct,1,07th Expansion,MangaGamer,0,8,121,5,252,252,0-20000,4.79
Sep,1,ENTERi,Forever Entertainment S. A.,0,6,167,86,163,184,20000-50000,0.79
Jan,1,Egor Magurin;Eugene Radaev,Indovers Studio,0,5,1277,789,404,243,200000-500000,2.79
Sep,1,EnsenaSoft,EnsenaSoft,0,0,54,61,203,203,50000-100000,2.09
Feb,1,On5,On5,0,18,100,31,210,210,20000-50000,2.79
May,1,Ubisoft,Ubisoft,0,0,1219,279,141,141,100000-200000,33.99
Oct,1,GKT Studios Entertainment,GKT Studios Entertainment,0,23,15,7,1,1,0-20000,1.99
Apr,1,IronOak Games,Curve Digital,0,72,4790,920,1536,2022,200000-500000,15.49
Feb,1,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0,45,1122,145,37,37,50000-100000,24.99
Feb,1,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0,49,348,152,60,60,20000-50000,24.99
Sep,1,Bitten Toast Games Inc.,Bitten Toast Games Inc.,0,0,537,135,159,232,50000-100000,3.99
Jun,1,NeocoreGames,NeocoreGames,0,14,3372,1931,1034,1152,100000-200000,33.99
Sep,1,HFM Games,HFM Games,0,0,504,169,109,112,50000-100000,0.79
Jun,1,SEA - EYE GS,Dagestan Technology,0,16,36,21,307,313,50000-100000,3.19
Nov,1,FobTi interactive,FobTi interactive,0,35,68,12,331,331,0-20000,3.99
Apr,1,Grizlikyt,Dagestan Technology,0,7,160,70,256,279,200000-500000,0.79
Sep,1,Life Jumb DT,Dagestan Technology,0,0,141,30,231,252,100000-200000,3.19
Dec,1,Recreat4,Recreat4,0,1,28,23,351,368,20000-50000,3.19
Oct,1,Hipix Studio,Dagestan Technology,0,0,28,55,238,252,200000-500000,0.79
Sep,1,Mahhaon;Art-Arcade;Sun Pixel,Sometimes You,0,0,60,80,223,219,200000-500000,1.99
Sep,1,Anatoliy Loginovskikh,Sometimes You,0,7,126,119,218,217,200000-500000,0.79
Oct,1,Anatoliy Loginovskikh,Sometimes You,0,17,94,101,210,229,200000-500000,0.79
Sep,1,Falling Star Games,Sometimes You,0,5,19,23,242,251,20000-50000,4.79
Sep,1,Ryan Silberman,Opium Pulses Entertainment,0,0,11,13,304,304,20000-50000,0.79
Nov,1,Brimo Studio,Dagestan Technology,0,0,26,47,236,256,100000-200000,3.19
Sep,1,Eugene Makashov,Dagestan Technology,0,34,78,65,258,272,100000-200000,3.19
Apr,1,Seems Good Copmany,Seems Good Copmany,0,16,20,12,257,257,20000-50000,3.19
Feb,1,DIGIDICED,Asmodee Digital,0,14,11,25,1,1,0-20000,6.99
Mar,1,Flow Fire Games,Flow Fire Games,0,0,948,76,772,1524,50000-100000,16.99
Dec,1,DIGIDICED,Asmodee Digital,0,10,28,8,175,175,0-20000,5.19
Oct,1,Frisky Fatal Games,Meridian4,0,11,155,55,220,220,50000-100000,7.19
Sep,1,Wulo Games;DEADBIT,Back To Basics Gaming,0,8,190,101,212,218,200000-500000,1.59
Sep,1,Just1337 Studio,Just1337 Publisher,0,15,270,73,202,279,100000-200000,4.99
Nov,1,Fifth Dimension Company,Fifth Dimension Company,0,18,8,2,302,302,100000-200000,0.79
Oct,1,StevenHarmonGames,StevenHarmonGames,0,0,2182,528,3,3,200000-500000,0
Oct,1,Taylor Stapleton,Taylor Stapleton,0,4,383,11,13,13,50000-100000,0
Dec,1,MokyuSoft,Culture Select,0,33,273,36,278,356,20000-50000,8.99
Jul,1,Snail Games USA,Snail Games USA,0,29,4610,3949,1062,536,200000-500000,13.99
Apr,1,ColloseusX,Phat Phrog Studios,0,480,125,148,223,227,200000-500000,1.59
Oct,1,TickTock Games,Rebellion,0,33,81,36,501,501,0-20000,19.99
Dec,1,Escalation Studios;Four Quarters,ForwardXP,0,22,177,36,218,218,20000-50000,7.19
May,1,Borealys Games,Borealys Games,0,30,465,55,375,396,20000-50000,14.99
Feb,1,ST. TAIKU;KITATUS,KITATUS,0,11,98,204,112,154,200000-500000,0.79
Oct,1,iBlackpen,iBlackpen,0,17,1240,94,1,1,100000-200000,0
Dec,1,Magnolia Art,Magnolia Art,0,5,143,20,364,364,20000-50000,0.79
May,1,Rain Games,Rain Games,0,36,206,59,61,61,20000-50000,11.39
Oct,1,Vaclav Hudec,Blameless Games,0,4,3159,594,63,64,200000-500000,0
Dec,1,"BigBox VR, Inc.","BigBox VR, Inc.",0,0,382,15,30,30,0-20000,14.99
Oct,1,Blue Wizard Digital,Blue Wizard Digital,0,50,573,25,27,50,20000-50000,6.19
Sep,1,Sergey Domashenkin,Sergey Domashenkin,0,10,44,33,204,211,50000-100000,0.79
Dec,1,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",18,0,3424,483,63,57,1000000-2000000,0
Mar,1,DESTINYbit,Slitherine Ltd.,0,51,636,389,17,30,100000-200000,0
Jun,1,Bohemia Interactive,Bohemia Interactive,0,0,4438,4973,182,37,2000000-5000000,0
Oct,1,Rusto,Rusto,0,36,17,4,23,23,0-20000,1.69
Sep,1,Haydee Interactive,Haydee Interactive,0,23,2932,519,229,290,100000-200000,10.99
Oct,1,Joshua Hughes,Joshua Hughes,0,0,140,35,87,87,100000-200000,1.99
Nov,1,Pixwerk,11 bit studios,0,29,277,137,404,404,50000-100000,9.29
Sep,0,Flying Panjandrum,Henteko Doujin,0,0,140,18,4,4,50000-100000,0
Oct,1,Lupan Artiom Oleg,None,0,10,17,13,266,266,0-20000,3.99
Oct,1,Vlad K.,AEY Inc.,0,0,37,40,235,250,100000-200000,3.19
May,1,Berzerk Studio,Berzerk Studio,0,26,1980,63,144,144,50000-100000,15.49
Nov,1,Dire Wolf Digital,Dire Wolf Digital,0,29,3457,993,271,36,200000-500000,0
Oct,1,Frontwing,Frontwing USA,0,21,111,5,407,407,0-20000,6.99
Sep,1,EnsenaSoft,EnsenaSoft,0,0,46,51,197,197,0-20000,0.79
Nov,1,Iron Tower Studio,Iron Tower Studio,0,15,258,63,69,69,20000-50000,5.99
Sep,1,L. Stotch,L. Stotch,0,9,724,229,16,15,100000-200000,0
Oct,1,Eternity Studios,Eternity Studios,0,1,49,58,332,332,100000-200000,2.79
Oct,1,Rusty Lake,Rusty Lake,0,16,1996,110,140,159,100000-200000,1.99
Sep,1,DONTNOD Entertainment,Square Enix,18,46,4749,950,325,400,100000-200000,6.49
Nov,1,Three Fields Entertainment,Team17 Digital Ltd,0,24,97,14,25,25,0-20000,9.99
Oct,1,Paperash Studio,Paperash Studio,0,16,88,29,9,9,0-20000,7.19
Sep,1,EnsenaSoft,EnsenaSoft,0,0,27,23,197,197,0-20000,2.09
Dec,1,Frontwing,Frontwing USA,0,0,164,46,5,5,20000-50000,0
Jan,1,THE BROTHERHOOD,THE BROTHERHOOD,0,15,843,203,42,42,200000-500000,0
Jun,1,Colin Wren;Sean Scaplehorn;Wayne Jackson;Jason Mallett,Enigma Games LTD;KISS ltd,0,7,46,21,296,310,20000-50000,6.99
Dec,1,CharlieH,CharlieH,0,13,216,106,1709,250,200000-500000,0.79
Dec,1,Abstractive Works,Abstractive Works,0,15,15,36,299,308,20000-50000,2.99
Oct,1,Quiet River,Quiet River,0,118,5810,366,237,241,100000-200000,0.79
Sep,1,HUSH Interactive,Forever Entertainment S. A.,0,16,48,40,191,223,20000-50000,3.99
Oct,1,Trauma,New Worlds Games,0,0,25,34,246,246,50000-100000,0.79
May,1,Tentacle Games,NEKO WORKs,0,12,1782,613,321,397,200000-500000,0
Dec,1,phime studio LLC,phime studio LLC,0,10,3,5,269,272,0-20000,3.99
Sep,1,Felip Guimerà,FelGC.GamesDevelopment,0,11,198,76,8,8,50000-100000,0
Sep,1,Home Net Games,Home Net Games,0,0,1233,265,583,393,200000-500000,0
Oct,1,Astronomic Games,New Reality Games,0,47,84,29,271,244,50000-100000,4.79
Nov,1,Cleverweek,Cleverweek,0,6,47,59,210,215,100000-200000,3.99
Oct,1,What The Fantastic Games Group,What The Fantastic Games Group,0,10,15,5,217,217,0-20000,0.79
Dec,1,Fate Dragon Studio,Fate Dragon Studio,0,8,290,143,9,9,100000-200000,0
Oct,1,Locomalito;Gryzor87,Abylight Studios,0,16,308,53,70,129,100000-200000,8.99
Dec,1,Heisenberg Entertainment,Heisenberg Entertainment,0,13,6,8,5,5,0-20000,0.79
Apr,1,DolphinBarn,DolphinBarn,0,34,4260,635,341,460,200000-500000,6.99
Sep,1,BadWolf Games,BadWolf Games,0,0,16,12,307,307,20000-50000,7.19
Oct,1,Shrimasis Rout,Seed Games LLP,0,0,10,3,273,273,20000-50000,2.79
Oct,1,LunarPixel,Atriagames,0,11,167,30,469,479,50000-100000,1.99
Jul,1,Thunder Lotus Games,Thunder Lotus Games,0,20,1375,323,177,228,100000-200000,15.49
Aug,1,Messhof,Messhof,0,13,373,97,11,11,20000-50000,10.99
Oct,1,Amaterasu Software,Amaterasu Software,0,0,144,100,243,233,200000-500000,0.99
Jun,1,Codemasters,Codemasters,0,44,111,305,99,99,20000-50000,24.99
Aug,1,Two Point Studios,SEGA,0,31,6432,1264,1617,1760,200000-500000,24.99
Sep,1,biplekfp,biplekfp,0,0,26,26,251,281,100000-200000,1.59
Jan,1,AO2Game,AO2Game,0,11,39,18,212,211,100000-200000,1.99
Mar,1,FK Digital;Arc System Works,Arc System Works,0,34,56,12,96,96,0-20000,14.99
Feb,1,Square Enix,Square Enix,12,35,2456,1082,462,689,1000000-2000000,0
Oct,1,NedoStudio,NedoStudio,0,0,5,15,273,273,20000-50000,0.79
Dec,1,Vaka Game Magazine;Makoto Sanada,Vaka Game Magazine;AGM PLAYISM,0,0,1935,116,24,24,50000-100000,6.99
Nov,1,"Move Games Co., Ltd.",MOVE ON USA CO.,0,0,2836,1350,447,641,1000000-2000000,0
Jul,1,HakJak Productions,tinyBuild,0,30,1011,245,199,389,100000-200000,11.39
Oct,1,André Bertaglia,André Bertaglia,0,0,97,131,203,222,200000-500000,1.69
Oct,1,Anate Studio,Anate Studio,0,0,86,31,235,242,50000-100000,1.99
Oct,1,Runner Duck,Curve Digital,0,30,3814,491,219,266,200000-500000,14.99
Nov,1,JoyBits Ltd.,JoyBits Ltd.,0,9,61,54,274,274,20000-50000,14.99
Mar,1,Desert Fox,PlayWay S.A.;Ultimate Games S.A.,0,21,480,40,364,364,20000-50000,5.99
Oct,1,Owlet,Owlet,0,15,1398,180,174,242,50000-100000,5.99
Oct,1,White Dog,White Dog,0,0,82,158,218,215,200000-500000,9.99
Aug,1,Nihon Falcom,"XSEED Games;Marvelous USA, Inc.",0,51,2030,92,75,75,100000-200000,29.99
Dec,1,Nikolay Novikov,!Lim studio,0,0,48,48,236,245,200000-500000,2.79
Oct,1,Felip Guimerà,FelGC.GamesDevelopment,0,23,66,21,89,89,0-20000,0
May,1,Bigosaur,Bigosaur,0,95,155,21,30,30,0-20000,9.99
Nov,1,Matt Hooper,Sometimes You,0,0,95,80,223,235,100000-200000,1.59
Jan,1,Anatoliy Loginovskikh,Sometimes You,0,18,156,62,236,247,100000-200000,1.99
Oct,1,ThinkOfGames,ThinkOfGames,0,10,24,3,210,228,20000-50000,1.99
Oct,1,Kastriot Sulejmani;Brayden Myers,KasSanity,0,13,149,123,18,29,50000-100000,0
Oct,1,Winged Cloud,Winged Cloud,0,15,223,27,312,312,100000-200000,10.99
Oct,1,NukGames,NukGames,0,9,578,84,272,285,50000-100000,0.79
Oct,1,RPG Video,Back To Basics Gaming,0,7,56,65,206,208,200000-500000,0.79
Dec,1,Сrazy Creator;Rosyaev,Rosyaev,0,14,15,6,455,455,20000-50000,2.09
Oct,1,Zoo Corporation,Zoo Corporation,0,12,1155,163,1004,1004,50000-100000,0.79
Oct,1,Last BeNeVoLeNcE,RandomBeats Music,0,15,14,5,222,223,50000-100000,5.19
Dec,1,Square Enix Montréal,Square Enix,0,17,1170,154,145,252,100000-200000,7.99
Feb,1,Play Spirit Limited,Play Spirit Limited,0,0,42,28,349,349,20000-50000,3.99
Jan,1,Amaterasu Software,Amaterasu Software,0,4,101,115,212,218,200000-500000,0.99
Oct,1,Peace,Peace,0,0,70,80,213,222,100000-200000,3.19
Dec,1,a2z Interactive,a2z Interactive,0,20,629,723,64,64,20000-50000,19.99
